TransactionID,TransactionAmt,FraudProbability,RiskTier,TrueLabel,HourOfDay,DeviceType
3323310,117.0,0.029413255929016377,Clear,0,19,0
3038983,34.0,0.014526721029375914,Clear,0,1,0
3161157,50.0,0.33318031278465926,Clear,1,18,0
3375343,524.95,0.013828462604489443,Clear,0,18,0
3385140,422.5,0.298900361412911,Clear,0,0,0
3142436,77.0,0.08080960393630836,Clear,0,3,0
3190565,90.715,0.013267624903286156,Clear,0,21,0
3375274,107.95,0.03108743647954076,Clear,0,18,0
3001552,59.0,0.013722026000631906,Clear,0,18,0
3214319,107.95,0.008252320308270748,Clear,0,2,0
3032575,30.95,0.016701808769307075,Clear,0,17,0
3533465,2007.95,0.014520273968489924,Clear,0,21,0
3319322,66.945,0.7604709785788616,Critical Risk,0,17,1
3375671,54.5,0.06855639415331236,Clear,0,20,0
3409750,39.0,0.013683146163603182,Clear,0,20,0
3574370,20.288,0.027852824021332767,Clear,0,21,0
3387098,280.0,0.017601555921687176,Clear,0,19,0
3321934,57.95,0.06834944724172662,Clear,0,13,0
3228831,87.0,0.01401669750350661,Clear,0,2,0
3234834,289.96,0.0632101858695424,Clear,0,3,0
2996256,664.0,0.03181333780585039,Clear,0,1,0
2998930,311.95,0.01890314215179847,Clear,0,23,0
3022777,26.935,0.043368801750755234,Clear,0,1,0
3311668,55.0,0.013242529802476134,Clear,0,20,0
3199971,29.0,0.11702725995011692,Clear,0,3,0
3559763,59.0,0.006987242790323636,Clear,0,23,0
3180742,868.99,0.024155696055147377,Clear,0,13,0
3096109,25.0,0.019967055569919654,Clear,0,20,0
3152320,11.117,0.012505273978135816,Clear,0,19,0
3005522,90.388,0.27413483462243693,Clear,0,18,1
3260263,20.0,0.23970092132201798,Clear,1,19,0
3391116,2684.57,0.050825080501911216,Clear,0,23,0
3014119,100.0,0.01785161417532072,Clear,0,21,0
3131539,100.0,0.15324769970880164,Clear,0,13,0
3515336,378.5,0.020146498285950373,Clear,0,20,0
3506399,29.0,0.018201556760198204,Clear,0,19,0
3334189,7.717,0.060467422919195886,Clear,0,23,0
3156659,226.0,0.09829960669599141,Clear,0,3,0
3333289,100.0,0.05523641521223581,Clear,0,21,0
3206889,25.0,0.022304961150827366,Clear,0,19,1
3075462,200.0,0.021994322780968318,Clear,0,15,0
3184122,49.0,0.030572965340203616,Clear,0,15,0
3055340,167.0,0.013938839957163406,Clear,0,21,0
3050121,209.95,0.010451962134319587,Clear,0,16,0
3477491,16.186,0.06162487962919429,Clear,0,23,1
3483148,57.95,0.021331543335287913,Clear,0,1,0
3092933,35.95,0.012428067220807481,Clear,0,5,0
3194640,47.95,0.0200231400510006,Clear,0,6,0
3484920,77.0,0.02520779045930423,Clear,0,22,0
3374516,34.99,0.008154153775530915,Clear,0,14,0
3066000,50.0,0.01098395149678824,Clear,0,20,0
3420165,830.95,0.030161487367026965,Clear,0,18,0
3537745,57.95,0.009521537586358868,Clear,0,12,0
3569347,39.0,0.011063033695233862,Clear,0,23,0
3030358,107.95,0.00837063871120534,Clear,0,0,0
3391693,59.0,0.05586779927805681,Clear,0,3,0
3156338,29.0,0.010353637584179015,Clear,0,0,0
3575429,107.95,0.01971512012552334,Clear,0,10,0
3364003,160.95,0.023199873082532383,Clear,0,0,0
3272006,57.95,0.019119541281995712,Clear,0,21,0
3288212,209.95,0.010455520015764361,Clear,0,0,0
3296757,30.95,0.01097740342966117,Clear,0,1,0
3038354,90.948,0.1576680201975026,Clear,0,23,1
2989969,335.0,0.036903738952391296,Clear,1,17,0
3302384,310.0,0.008671865936807225,Clear,0,21,0
3209141,1913.43,0.0359106816466866,Clear,0,16,0
3487247,92.0,0.05937635774570649,Clear,0,19,0
3555102,35.0,0.009760564933008423,Clear,0,12,0
3180376,41.0,0.035474789961188455,Clear,0,4,0
3026020,7.897,0.15509803597363064,Clear,0,0,0
3443059,113.0,0.011615706896117484,Clear,0,22,0
3324046,2161.0,0.09821738139061555,Clear,1,22,0
3093609,50.0,0.011634283038949643,Clear,0,15,0
3134740,30.95,0.01466022860748985,Clear,0,1,0
3010184,40.0,0.006858760850591751,Clear,0,21,0
2987823,100.0,0.017394754660337238,Clear,0,4,0
3463115,68.551,0.046339716914224796,Clear,0,16,1
3366778,25.678,0.02841172274859825,Clear,0,22,0
3022715,108.95,0.010125972577881876,Clear,0,0,0
3267639,114.95,0.024585217311236487,Clear,0,0,0
3036796,30.0,0.011950626349584286,Clear,0,17,0
3412702,100.0,0.025700474639427366,Clear,0,16,0
3075425,213.0,0.028568756181798164,Clear,0,15,0
3507789,65.0,0.12804610546293096,Clear,0,4,0
3510287,57.95,0.008722240154503666,Clear,0,0,0
3064635,25.0,0.019080913839948442,Clear,0,16,0
3362439,100.0,0.041395156367185555,Clear,0,15,0
3137969,39.0,0.022479448127359608,Clear,0,23,0
3575901,664.0,0.031014518752915988,Clear,0,14,0
3400383,117.0,0.017988102990470118,Clear,0,19,0
3115309,59.0,0.009851786873794522,Clear,0,15,0
3006893,82.95,0.011382952145236692,Clear,0,23,0
3152019,29.0,0.023017229566406883,Clear,0,18,0
3526442,107.95,0.012011961116418826,Clear,0,16,0
3150882,58.44,0.012723502473551104,Clear,0,2,0
3150780,500.0,0.11237025198831516,Clear,0,2,0
3053115,32.356,0.45055069138628906,Suspicious,0,3,0
3444788,103.0,0.14988002763113345,Clear,0,17,0
3533928,107.95,0.023345668231237997,Clear,0,0,0
3468019,117.0,0.026272911457276872,Clear,0,18,0
3244998,92.0,0.07113503469945034,Clear,0,17,0
3187458,50.0,0.03595180759668876,Clear,1,20,0
3286462,117.0,0.022027982420812657,Clear,0,17,0
3115921,405.0,0.04049557915239678,Clear,0,17,0
3524202,50.0,0.23539827738910307,Clear,0,20,1
3186208,25.0,0.02573953850455225,Clear,0,2,1
3557383,200.0,0.015785897134153206,Clear,0,1,0
3037205,107.95,0.028685146580451126,Clear,0,19,0
3020079,57.95,0.01495458383976865,Clear,0,15,0
3419085,57.95,0.006412966045948911,Clear,0,12,0
3562582,39.0,0.03938905774107361,Clear,0,22,0
3552062,52.135,0.7447260982160113,Suspicious,0,4,0
3170621,107.95,0.01716595531450255,Clear,0,0,0
3482224,29.0,0.021318234279820027,Clear,0,19,0
3286527,67.95,0.010125370070441715,Clear,0,17,0
3201230,49.0,0.02157303010942618,Clear,0,18,0
3174304,59.95,0.04434047891371509,Clear,0,5,0
3566855,29.0,0.05868237076196379,Clear,0,21,0
3005209,45.95,0.007081682352371568,Clear,0,16,0
3361778,57.95,0.009614978010662358,Clear,0,0,0
3086308,150.0,0.02002988529421165,Clear,0,1,0
3114952,49.0,0.04029150281890417,Clear,0,13,0
3389557,68.5,0.03423724480470144,Clear,0,16,0
3497176,107.95,0.017070225040118035,Clear,0,16,0
3280461,36.0,0.03664053364652634,Clear,0,20,0
3121667,117.0,0.01871303189568921,Clear,0,1,0
3449991,58.95,0.01291595394236004,Clear,0,20,0
3303808,87.0,0.11808352439455602,Clear,1,4,0
3420761,311.95,0.03117437737712459,Clear,1,21,0
3532168,250.0,0.034708852439574514,Clear,0,14,0
3046887,162.61,0.02969958300568037,Clear,0,20,0
3028459,59.0,0.019799323322075034,Clear,0,18,0
3026777,25.0,0.03494827567134117,Clear,0,3,0
3223939,17.159,0.0300148746615143,Clear,0,19,1
3230080,162.228,0.3179988720189801,Clear,1,19,1
3563773,1122.95,0.01592003384580869,Clear,0,15,0
3422618,77.0,0.04239553946224484,Clear,0,15,0
3297972,206.0,0.1850350252492686,Clear,0,16,0
3211270,209.95,0.03185898034740238,Clear,0,2,0
3447092,39.0,0.0844956804990846,Clear,0,18,0
3265322,1656.11,0.029342534160131495,Clear,0,13,0
3571975,49.0,0.04694237298812909,Clear,0,23,0
2992021,141.0,0.022914181302682975,Clear,0,23,0
3366285,50.0,0.030433609905583116,Clear,0,20,0
3052143,42.95,0.009707163560703282,Clear,0,22,0
3201928,200.0,0.9207960567346088,Critical Risk,1,20,0
3079801,13.992,0.34812694927983096,Clear,1,3,1
3184278,117.0,0.0569353706094616,Clear,0,16,0
3194867,100.0,0.044198522820069794,Clear,0,13,1
3078798,100.0,0.024855929317902325,Clear,0,0,1
3510577,98.614,0.1305386296939502,Clear,0,1,1
3105274,100.0,0.0074989341829051715,Clear,0,18,0
3419229,944.0,0.4139127463821001,Suspicious,0,13,0
3332375,108.5,0.04040580553590115,Clear,0,17,0
3162213,245.99,0.11482361444279807,Clear,0,22,0
3300683,107.95,0.0053789950249346526,Clear,0,13,0
3128764,305.97,0.010009499641723395,Clear,0,18,0
3550307,38.732,0.8419783142599239,Critical Risk,1,18,1
3028018,20.0,0.013049930970835658,Clear,0,16,1
3339400,15.86,0.06614281650408445,Clear,0,17,1
3207654,47.95,0.011481791272310653,Clear,0,23,0
3459749,77.0,0.1592036125923359,Clear,0,11,0
3026095,117.0,0.01875993204279317,Clear,0,0,0
3479708,34.0,0.03104938593611838,Clear,0,19,0
3503383,146.0,0.045354580907778295,Clear,0,15,0
3490251,554.0,0.06428988693715351,Clear,0,16,0
3038374,107.95,0.014729104477367071,Clear,0,23,0
3169270,10.0,0.061119952433823434,Clear,0,17,0
3217835,129.95,0.033232440504252087,Clear,0,7,0
3550163,335.0,0.02940251233141448,Clear,0,17,0
3084067,117.0,0.023832506697685215,Clear,0,20,0
3399176,35.648,0.1061034681629176,Clear,0,15,1
3069120,100.0,0.01907920003017253,Clear,0,13,0
3346954,205.95,0.03387426252850226,Clear,0,3,0
3281320,107.95,0.03420561252399836,Clear,0,0,0
3033929,171.0,0.015309341512086301,Clear,0,22,0
3181062,129.95,0.05476334095747595,Clear,0,15,0
3402727,35.95,0.007311431235047928,Clear,0,15,0
3496387,371.95,0.01612660914816142,Clear,0,12,0
3570194,106.97,0.013108968891689035,Clear,0,13,0
3081775,275.0,0.12156534505173054,Clear,0,16,0
3108013,100.0,0.008951287167058045,Clear,0,14,0
3099858,50.0,0.010259705054842161,Clear,0,13,1
3089837,29.5,0.060601911390479525,Clear,0,20,0
3366634,51.95,0.01876416407150269,Clear,0,22,0
3016907,113.95,0.01565961858504285,Clear,0,18,0
3303925,57.95,0.010565953546193382,Clear,0,6,0
2999540,75.0,0.022753264103137,Clear,0,2,0
3057356,42.95,0.018415786261852314,Clear,0,4,0
3447131,53.97,0.03107132108073745,Clear,0,19,0
3340537,55.99,0.0311338624049348,Clear,0,22,0
3039849,77.0,0.09401319641902299,Clear,0,10,0
3466909,66.03,0.9825575038853819,Critical Risk,1,3,1
3215020,200.0,0.061945218454802116,Clear,0,14,0
3028324,121.731,0.06866686051022303,Clear,1,17,0
3293589,82.95,0.01517346347736496,Clear,0,1,0
3143333,226.0,0.09938430673406574,Clear,0,17,0
3315504,360.0,0.035841590788286894,Clear,0,16,0
3253249,664.0,0.017505478538849095,Clear,1,16,0
3246707,100.0,0.017282814193333378,Clear,0,0,0
3546483,130.0,0.008893196758275115,Clear,0,15,0
3413411,125.665,0.036759171088241824,Clear,0,19,0
3256229,20.95,0.010654672551631668,Clear,0,15,0
3224755,117.0,0.02287663958510699,Clear,0,22,0
3034511,150.0,0.06875621392192705,Clear,0,0,0
3257322,102.0,0.09752241328995989,Clear,0,21,0
3574328,280.0,0.01296389128482133,Clear,0,21,0
3221427,26.95,0.017132937661385798,Clear,0,2,0
3115070,226.0,0.04924416995866008,Clear,0,14,0
3143092,87.0,0.02553318889405674,Clear,0,16,0
3137126,112.99,0.02475535225164871,Clear,0,19,0
3266303,29.0,0.013151769731298486,Clear,0,18,0
3276909,445.0,0.29353975096647655,Clear,1,17,0
3175479,100.0,0.03355779232791516,Clear,0,18,1
3139424,263.49,0.01101950139991458,Clear,0,15,0
3281687,323.0,0.0999899938898051,Clear,0,2,0
3477129,70.702,0.17592430362742667,Clear,0,21,0
3141078,16.95,0.014915739987319914,Clear,0,21,0
3452202,108.95,0.018888493026021635,Clear,0,15,0
3284891,138.0,0.015055397420544616,Clear,0,1,0
3045663,38.711,0.011795957888707255,Clear,0,16,0
3411478,47.95,0.023294838618370606,Clear,0,9,0
3492448,77.0,0.027484866574433157,Clear,0,1,0
3189398,59.0,0.01676142457265626,Clear,0,16,0
3282059,28.397,0.19877342216148766,Clear,1,8,0
3103103,141.95,0.012852386456527339,Clear,0,23,0
3537782,49.0,0.0085756271254157,Clear,0,13,0
3023141,50.0,0.02904092354467635,Clear,0,3,1
2992395,311.95,0.13801840807245389,Clear,1,0,0
3567428,82.95,0.024596076349681455,Clear,0,1,0
3295342,685.95,0.10779373088625516,Clear,0,18,0
3254969,34.5,0.011247243598002879,Clear,0,0,0
3527388,150.0,0.030019490981576174,Clear,0,21,1
3378055,65.0,0.1053405978686827,Clear,0,16,0
3481699,30.95,0.008951925415528535,Clear,0,16,0
3204905,35.95,0.010298252626917765,Clear,0,21,0
3547848,39.0,0.025725117167961144,Clear,0,22,0
3221469,14.501,0.09916632618978954,Clear,0,2,1
3050546,50.0,0.015347798266840285,Clear,0,17,1
3259103,507.95,0.028822425045554927,Clear,0,13,0
3251738,108.95,0.014058901963123958,Clear,0,0,0
3287954,108.95,0.02288344468707644,Clear,0,23,0
2988761,450.0,0.05423297789248467,Clear,0,14,0
3462208,39.0,0.058686474575704646,Clear,0,0,0
3058599,107.95,0.007100356728618114,Clear,0,15,0
3085733,159.0,0.042091828794546454,Clear,0,0,0
3012122,280.0,0.15577182039264442,Clear,0,14,0
3232727,57.95,0.006736668264766572,Clear,0,17,0
3249411,24.0,0.018759200610696445,Clear,0,23,0
3135270,280.0,0.028984922682812515,Clear,0,3,0
3384627,59.0,0.021635973428777135,Clear,0,21,0
3070303,50.0,0.018735744033731405,Clear,0,16,0
3208377,87.95,0.019406133258846877,Clear,0,3,0
3471357,226.0,0.05260040462121734,Clear,0,20,0
3310500,150.0,0.030291467741917825,Clear,0,18,0
3284854,100.0,0.047416473814227714,Clear,0,1,1
3123196,42.559,0.03212426410409175,Clear,0,19,1
3149452,49.0,0.01558643474394292,Clear,0,19,0
3430671,27.174,0.03756361152199788,Clear,0,15,0
3295420,63.97,0.012952719067329876,Clear,0,19,0
3469002,226.0,0.18441369036155492,Clear,0,23,0
2988080,30.0,0.08062418290847473,Clear,0,8,0
3461803,34.0,0.017884133364842486,Clear,0,23,0
3235309,51.0,0.013111959803966459,Clear,0,13,0
3214668,57.95,0.06598498582493736,Clear,0,7,0
3034549,97.0,0.013079955217111899,Clear,0,0,0
3346100,34.439,0.018347606073782333,Clear,0,22,0
3109864,161.0,0.056751072309709556,Clear,0,21,0
3313148,92.0,0.035840996071092854,Clear,0,23,0
3306377,25.95,0.022659435235605527,Clear,0,21,0
2993695,100.0,0.01689655706473308,Clear,0,15,0
3010456,50.0,0.01122698439118852,Clear,0,22,0
3042610,54.5,0.013371147803673912,Clear,0,22,0
3041927,50.0,0.012777939710486947,Clear,0,20,0
3295441,10.0,0.0517782584052418,Clear,0,19,0
3558533,59.0,0.01856969509775996,Clear,0,17,0
3048098,102.0,0.021236030434410132,Clear,0,0,0
2994255,49.0,0.0390357421134138,Clear,0,17,0
3135905,59.0,0.07371923843937926,Clear,0,14,0
3554210,34.0,0.023653784060801184,Clear,0,23,0
3514591,39.0,0.01599871882375574,Clear,0,16,0
3409651,41.561,0.036491539346704675,Clear,0,20,1
3057153,58.43,0.021824410262574027,Clear,0,3,0
3366625,442.51,0.0762993493418641,Clear,0,21,0
3541799,87.95,0.01676143945334235,Clear,0,18,0
3089906,108.43,0.009951716654311908,Clear,0,20,0
3409951,47.0,0.14746204977465557,Clear,0,21,0
3010956,226.0,0.0926003582203869,Clear,0,0,0
3412025,35.95,0.010933191589702957,Clear,0,14,0
3528102,55.0,0.017244998916504155,Clear,0,1,0
3019550,53.95,0.04317802509884966,Clear,0,5,0
3082800,150.0,0.011151719123756317,Clear,0,18,0
3548346,75.0,0.005494129978112087,Clear,0,0,0
3503099,117.0,0.01953556805307356,Clear,0,13,0
3347965,335.0,0.06922124281054982,Clear,0,16,0
3377771,226.0,0.08452302563109226,Clear,0,15,0
3034855,57.95,0.007590396662456823,Clear,0,1,0
3153620,9.97,0.019334436611324102,Clear,0,1,0
3157240,57.95,0.02386243745516784,Clear,0,14,0
3044409,16.95,0.008707055336236778,Clear,0,11,0
3474697,57.95,0.006016871768088578,Clear,0,23,0
3270493,171.0,0.0596126791017738,Clear,0,1,0
3380128,41.811,0.09558782786149132,Clear,0,2,0
3175043,134.95,0.01102433451062919,Clear,0,16,0
2996554,48.95,0.02073903853818345,Clear,0,4,0
3064346,22.76,0.007581691855480853,Clear,0,16,0
3536609,65.95,0.027580230398297184,Clear,0,22,0
3079457,50.0,0.019751992899606323,Clear,0,2,1
3344150,280.0,0.611346535021549,Suspicious,0,11,0
3292096,50.0,0.048709482401325555,Clear,0,17,0
3298964,59.0,0.03643242489176259,Clear,0,21,0
3089078,34.0,0.011738438050190463,Clear,0,18,0
3366342,34.0,0.02819682160750902,Clear,0,20,0
3170611,87.95,0.009606087182867219,Clear,0,0,0
3424560,59.0,0.0480517835449881,Clear,0,0,0
3524749,100.0,0.021494871019927544,Clear,0,23,0
3541655,59.0,0.013076258499479415,Clear,0,17,0
3504283,30.95,0.006984751713093135,Clear,0,20,0
3565868,29.757,0.08726187831025133,Clear,0,13,1
3445431,39.0,0.24565641168458155,Clear,0,21,0
3007183,84.95,0.010945728607597094,Clear,0,0,0
3156574,30.95,0.010073536850844224,Clear,0,2,0
3208188,84.346,0.11605329539477025,Clear,0,2,1
3361789,77.0,0.01931795635071093,Clear,0,0,0
3559338,200.0,0.013796057696683305,Clear,0,21,1
3467460,171.0,0.017408408238103204,Clear,0,14,0
3328343,47.95,0.03127076526338066,Clear,0,4,0
3486698,106.95,0.00857933240132016,Clear,0,16,0
3051611,167.0,0.01702733410912072,Clear,0,21,0
3500636,49.0,0.02425851547214093,Clear,0,16,0
3446775,55.0,0.013496072658492673,Clear,0,16,0
3545389,17.952,0.02250921056400615,Clear,0,23,0
3248891,52.95,0.02403538035454673,Clear,0,21,0
3308576,48.95,0.013136867554543871,Clear,0,15,0
3528169,4.181,0.07405118373118118,Clear,0,1,0
3147324,100.0,0.02430114633160834,Clear,0,23,1
3143151,82.0,0.01900021244626788,Clear,0,16,0
3413347,30.95,0.00335376515924444,Clear,0,18,0
3100260,554.95,0.038095439202737134,Clear,0,14,0
3546280,50.0,0.013464224788538781,Clear,0,14,1
3575723,60.95,0.02133711499284696,Clear,0,13,0
3061456,35.95,0.012159062137892212,Clear,0,23,0
3172387,15.0,0.21308836084510058,Clear,0,18,0
3097904,100.0,0.010293144818258158,Clear,0,0,0
3372139,141.0,0.0669085450362478,Clear,0,18,0
3191593,184.0,0.24617708638553112,Clear,0,2,0
3178198,181.0,0.1284432355813889,Clear,0,17,0
3124693,117.0,0.042065365566475874,Clear,0,2,0
3207254,226.0,0.015216436326568229,Clear,0,21,0
3383690,146.0,0.021980216438399622,Clear,0,16,0
3287831,911.95,0.014090985070810793,Clear,0,22,0
3508482,59.0,0.13634322812104302,Clear,0,15,0
3120863,8.978,0.02333913735749157,Clear,0,21,0
3122303,268.0,0.26650143121404496,Clear,0,12,0
3539486,61.972,0.023604710658894076,Clear,0,22,0
3502543,59.0,0.02402210036666761,Clear,0,1,0
3332078,25.95,0.016168362709954785,Clear,0,15,0
3334462,57.95,0.016256493051569336,Clear,0,0,0
3557065,171.0,0.02497781828229648,Clear,0,23,0
3232861,59.0,0.04010138640099299,Clear,0,18,0
3125383,171.0,0.006767697837450075,Clear,0,17,0
3279950,386.95,0.014987906869782021,Clear,0,18,0
3439370,226.0,0.09718449224904617,Clear,0,17,0
3063623,30.0,0.043399185666208755,Clear,0,12,0
3097751,194.95,0.011870292136897258,Clear,0,0,0
3170251,149.248,0.9478882468815673,Critical Risk,1,22,0
3309162,812.91,0.008885951431072911,Clear,0,16,0
3421667,34.0,0.027851518601138506,Clear,0,2,0
3185957,117.0,0.012302230543226487,Clear,0,0,0
3307531,21.95,0.020172903836730004,Clear,0,3,0
3279424,105.0,0.23595161266165246,Clear,0,15,0
3386482,325.25,0.054045063038769575,Clear,0,16,0
3057522,200.0,0.05100591410396475,Clear,0,5,0
3150833,29.0,0.010965817345196782,Clear,0,2,0
3136049,57.95,0.010623717727979072,Clear,0,15,0
3213993,18.0,0.011413366202362964,Clear,0,0,0
3537936,75.0,0.15367076352268597,Clear,0,14,0
3192265,67.95,0.01609679102148071,Clear,0,15,0
3135986,25.95,0.012669492076654647,Clear,0,15,0
3412986,24.346,0.21343133789572358,Clear,0,17,0
3542017,52.504,0.015480007026726354,Clear,0,19,0
3030879,107.95,0.03896098688259737,Clear,0,2,0
3130325,27.051,0.03915044211800088,Clear,0,0,0
3468317,107.95,0.02959352378886644,Clear,0,19,0
3079572,17.49,0.018974736127612215,Clear,0,2,1
3034259,77.0,0.024990499460455957,Clear,0,23,0
3311265,159.95,0.013110341548296243,Clear,0,19,0
3437391,108.95,0.08596456995253687,Clear,0,21,0
3356497,870.28,0.03696395352524952,Clear,0,12,0
3088771,260.0,0.022458861957074965,Clear,0,17,0
3482943,209.95,0.011611679737699429,Clear,0,0,0
3545095,226.0,0.0220159153780147,Clear,0,21,0
3344848,34.0,0.12021298531884013,Clear,0,16,0
3534148,8.73,0.033586639531513925,Clear,0,1,0
3009702,10.0,0.01913707877858199,Clear,0,19,0
3474666,36.335,0.012851166819154464,Clear,0,23,1
3405341,47.95,0.010886936015224094,Clear,0,12,0
3540081,54.607,0.009239080252066052,Clear,0,1,1
3112573,39.0,0.031330577265232334,Clear,0,19,0
3153870,280.0,0.018874028334614008,Clear,0,3,0
3334566,59.0,0.04227925516618628,Clear,0,0,0
3253467,150.0,0.10291290209940532,Clear,0,17,1
3064198,150.0,0.008107323964772538,Clear,0,15,0
3235422,57.95,0.009408503786718873,Clear,0,14,0
3049680,171.0,0.02362889395097743,Clear,0,14,0
3282669,108.5,0.02605700753679963,Clear,0,15,0
3178717,6.005,0.13087103717780996,Clear,0,19,1
3483863,18.95,0.0072356707241071835,Clear,0,16,0
3535973,39.0,0.04391526993226518,Clear,0,19,0
3334444,26.95,0.007458456945192237,Clear,0,0,0
3054076,52.153,0.013289243138543218,Clear,0,16,0
3042369,25.0,0.015644325278418577,Clear,0,21,1
3507870,89.761,0.1415491860803515,Clear,0,5,0
3138446,40.0,0.029743883849711134,Clear,0,1,0
3436551,39.534,0.07214650366894722,Clear,0,17,0
3281898,146.0,0.04743981631922461,Clear,0,4,0
3359679,161.0,0.07557315633184436,Clear,0,10,0
3089023,335.0,0.01950718179949728,Clear,0,18,0
3550894,29.5,0.019888371588062656,Clear,0,21,0
3185786,58.95,0.016688189737792448,Clear,0,23,0
3052204,25.0,0.050423311044545505,Clear,0,23,1
3096652,19.95,0.009286369617115814,Clear,0,21,0
3330212,107.95,0.0342387483624331,Clear,0,21,0
3113459,51.945,0.08329620329849269,Clear,1,23,0
2996858,50.0,0.42520304317887003,Suspicious,1,13,0
3539634,29.0,0.013550530338483087,Clear,0,22,0
3294721,1264.95,0.014396965412807761,Clear,0,15,0
3246539,49.0,0.03569247742919724,Clear,0,23,0
3554828,30.95,0.00918388902348457,Clear,0,4,0
3045886,60.0,0.04339877358135509,Clear,0,17,0
3452161,117.0,0.014877805183061954,Clear,0,15,0
2998941,25.0,0.01867380658726084,Clear,0,23,0
3475325,155.95,0.020396183151104714,Clear,0,3,0
3406340,77.95,0.02148904223714672,Clear,0,19,0
3050690,150.0,0.02519320842316952,Clear,0,18,0
3054073,21.0,0.015182963226043865,Clear,0,16,0
3134586,57.95,0.00954337646680528,Clear,0,0,0
3186851,226.0,0.18908241230548228,Clear,0,16,0
3568054,107.95,0.014480165015287733,Clear,0,14,0
3251870,171.0,0.03185383427917207,Clear,0,0,0
3239048,117.0,0.022288174238652946,Clear,0,17,0
3201712,117.0,0.04225595100831529,Clear,0,20,0
3530961,77.0,0.00947398011119505,Clear,0,0,0
3270890,100.0,0.03172526175407743,Clear,0,14,0
3072783,84.885,0.049114784301513024,Clear,0,23,1
3222884,35.95,0.008905466273033097,Clear,0,16,0
3018031,300.0,0.10837134861504646,Clear,0,21,1
3528719,382.5,0.04629217689576562,Clear,0,11,0
3032182,117.0,0.0077535791482287175,Clear,0,15,0
3203762,117.0,0.019354012805397346,Clear,0,14,0
3191183,319.95,0.021418752040981752,Clear,0,0,0
3481599,40.0,0.008980587591324862,Clear,0,15,0
3155858,433.93,0.040646101570830324,Clear,0,21,0
3291958,59.0,0.01911616476140264,Clear,0,16,0
3152235,117.0,0.006022570005346233,Clear,0,19,0
3386784,54.0,0.07925780978789339,Clear,0,18,0
2993335,25.0,0.0176218345443853,Clear,0,13,0
3234891,75.0,0.023683130881825293,Clear,0,3,0
3458078,34.0,0.02165287157747436,Clear,0,18,0
3015937,50.0,0.00920705378005206,Clear,0,14,0
3527636,110.0,0.01471593206856198,Clear,0,22,0
3427113,189.95,0.013992292020445392,Clear,0,0,0
3114487,445.0,0.04802843337123201,Clear,0,5,0
3137451,20.95,0.006137241005624097,Clear,0,21,0
3266363,77.0,0.0899701689708851,Clear,0,18,0
3270756,100.0,0.9525622477779246,Critical Risk,1,7,1
3369209,35.95,0.0067478367675953286,Clear,0,19,0
3452035,80.95,0.010442975184451407,Clear,0,14,0
3133963,24.0,0.1539272299867119,Clear,0,22,0
3436570,107.95,0.023527171474441676,Clear,0,17,0
3399748,84.83,0.918040278207013,Critical Risk,1,17,0
3204713,29.0,0.02161977544918198,Clear,0,20,0
3469296,88.162,0.029623362928355473,Clear,0,0,0
3086658,141.144,0.45568287184408984,Suspicious,0,3,0
3054162,53.95,0.015875734157382047,Clear,0,17,0
3476335,30.95,0.012993586220431029,Clear,0,17,0
3066976,67.95,0.06282120318720838,Clear,0,23,0
3061480,57.95,0.015324740454529622,Clear,0,23,0
3238655,226.0,0.0739324190992441,Clear,0,15,0
3234559,47.95,0.008214888049351497,Clear,0,1,0
3265672,59.0,0.052217131972166,Clear,0,15,0
3186196,49.0,0.46834445592272755,Suspicious,0,2,0
3512210,57.95,0.00467600800784053,Clear,0,19,0
3085404,25.0,0.013651611838626659,Clear,0,23,1
3069820,26.95,0.006865697150303406,Clear,0,15,0
3293281,200.0,0.12706545517539675,Clear,0,23,1
3091232,100.0,0.023459222030296142,Clear,0,23,1
3416907,2507.95,0.017464397100569018,Clear,0,18,0
3193264,37.0,0.01673226670104717,Clear,0,21,0
3073993,30.549,0.0800452518685811,Clear,0,3,0
3463530,59.0,0.09789036434290153,Clear,0,18,0
3303641,311.95,0.009845810978265436,Clear,0,3,0
3383706,15.0,0.014599644475861403,Clear,0,16,0
3564670,107.95,0.03788636506000873,Clear,1,20,0
3332860,10.453,0.09596379204699569,Clear,0,19,1
3095358,34.0,0.030966748164297165,Clear,0,19,0
3210129,221.99,0.23952303985478865,Clear,0,21,0
3033116,50.0,0.007677618814848532,Clear,0,19,0
3345233,33.714,0.07055199195744594,Clear,0,18,1
3457926,252.95,0.023994971509052096,Clear,0,17,0
3511352,87.95,0.006493896476805906,Clear,0,14,0
3052881,209.95,0.03799113249917954,Clear,0,1,0
3221084,32.868,0.11437169804093028,Clear,0,0,0
3482041,34.0,0.017767623051838998,Clear,0,18,0
3311210,26.5,0.06576803453097793,Clear,0,19,0
3118990,64.713,0.24539971299875396,Clear,0,7,1
3386772,508.5,0.05944530151738103,Clear,0,18,0
3311118,112.99,0.11187714954798057,Clear,0,19,0
3365404,49.0,0.027875044984729386,Clear,0,16,0
3552506,361.16,0.033600327153949394,Clear,0,14,0
3072277,15.0,0.01490307065778039,Clear,0,21,0
3285154,20.059,0.10148756701146922,Clear,0,3,1
3465500,171.0,0.009878057645940809,Clear,0,17,0
3049016,28.275,0.03587111232772424,Clear,0,4,0
3171322,53.97,0.018234146269139256,Clear,0,5,0
